Afghanistan,0.18056
Albania,0.28857
Algeria,0.3393
American Samoa,0.34724
Andorra,0.33391
Angola,0.3067
Antigua and Barbuda,0.33391
Argentina,0.36384
Armenia,0.18056
Aruba,0.33391
Australia,0.33391
Austria,0.33391
Azerbaijan,0.11213
"Bahamas, The",0.33391
Bahrain,0.33391
Bangladesh,0.31495
Barbados,0.33391
Belarus,0.22247
Belgium,0.33391
Belize,0.36384
Benin,0.34834
Bermuda,0.33391
Bhutan,0.35837
Bolivia,0.3269
Bosnia and Herzegovina,0.22247
Botswana,0.3717
Brazil,0.36384
British Virgin Islands,0.33391
Brunei Darussalam,0.33391
Bulgaria,0.22247
Burkina Faso,0.39451
Burundi,0.18056
Cabo Verde,0.3393
Cambodia,0.40317
Cameroon,0.32402
Canada,0.33391
Cayman Islands,0.33391
Central African Republic,0.32111
Chad,0.2358
Chile,0.33391
China,0.34724
Colombia,0.38668
Comoros,0.32443
"Congo, Dem. Rep.",0.24116
Congo,0.34669
Costa Rica,0.36384
Côte d’Ivoire,0.35617
Croatia,0.33391
Cuba,0.36384
Curaçao,0.33391
Cyprus,0.33391
Czech Republic,0.33391
Denmark,0.33391
Djibouti,0.24061
Dominica,0.36384
Dominican Republic,0.39039
Ecuador,0.36384
"Egypt, Arab Rep.",0.2762
El Salvador,0.30526
Equatorial Guinea,0.3717
Eritrea,0.17067
Estonia,0.33391
Eswatini,0.34958
Ethiopia,0.24446
Faroe Islands,0.33391
Fiji,0.34724
Finland,0.33391
France,0.33391
French Polynesia,0.33391
Gabon,0.38132
"Gambia, The",0.40275
Georgia,0.22247
Germany,0.33391
Ghana,0.38049
Gibraltar,0.33391
Greece,0.33391
Greenland,0.33391
Grenada,0.36384
Guam,0.33391
Guatemala,0.34751
Guinea,0.33226
Guinea-Bissau,0.32111
Guyana,0.33474
Haiti,0.3199
Honduras,0.24817
"Hong Kong SAR, China",0.33391
Hungary,0.33391
Iceland,0.33391
India,0.36318
Indonesia,0.35535
Iran (Islamic Republic of),0.24061
Iraq,0.3335
Ireland,0.33391
Isle of Man,0.33391
Israel,0.33391
Italy,0.33391
Jamaica,0.36384
Japan,0.33391
Jordan,0.3335
Kazakhstan,0.22247
Kenya,0.29063
Kiribati,0.34724
"Korea, Dem. People's Rep.",0.36065
"Korea, Rep.",0.33391
Kosovo,0.22247
Kuwait,0.33391
Kyrgyz Republic,0.19416
Lao PDR,0.34724
Latvia,0.33391
Lebanon,0.24061
Lesotho,0.31701
Liberia,0.3842
Libya,0.3335
Liechtenstein,0.33391
Lithuania,0.33391
Luxembourg,0.33391
"Macao SAR, China",0.33391
Madagascar,0.30052
Malawi,0.3673
Malaysia,0.34724
Maldives,0.37431
Mali,0.32319
Malta,0.33391
Marshall Islands,0.34724
Mauritania,0.33927
Mauritius,0.3717
Mexico,0.36384
"Micronesia, Fed. Sts.",0.34724
Moldova,0.23951
Monaco,0.33391
Mongolia,0.34724
Montenegro,0.22247
Morocco,0.19664
Mozambique,0.32113
Myanmar,0.3673
Namibia,0.36442
Nauru,0.33391
Nepal,0.39616
Netherlands,0.33391
New Caledonia,0.33391
New Zealand,0.33391
Nicaragua,0.32608
Niger,0.3438
Nigeria,0.28939
North Macedonia,0.22247
Northern Mariana Islands,0.33391
Norway,0.33391
Oman,0.33391
Pakistan,0.24899
Palau,0.34724
Panama,0.33391
Papua New Guinea,0.28321
Paraguay,0.36384
Peru,0.35988
Philippines,0.35535
Poland,0.33391
Portugal,0.33391
Puerto Rico,0.33391
Qatar,0.33391
Romania,0.33391
Russian Federation,0.22247
Rwanda,0.33927
Samoa,0.34724
San Marino,0.33391
Sao Tome and Principe,0.37266
Saudi Arabia,0.33391
Senegal,0.39987
Serbia,0.22247
Seychelles,0.33391
Sierra Leone,0.39575
Singapore,0.33391
Sint Maarten (Dutch part),0.33391
Slovak Republic,0.33391
Slovenia,0.33391
Solomon Islands,0.34724
Somalia,0.14964
South Africa,0.36936
South Sudan,0.32111
Spain,0.33391
Sri Lanka,0.35837
St. Kitts and Nevis,0.33391
St. Lucia,0.36384
St. Martin (French part),0.33391
St. Vincent and the Grenadines,0.36384
Sudan,0.14964
Suriname,0.36384
Sweden,0.33391
Switzerland,0.33391
Syrian Arab Republic,0.14964
"Taiwan, China",0.33391
Tajikistan,0.19416
Tanzania,0.3335
Thailand,0.37431
Timor-Leste,0.35329
Togo,0.35494
Tonga,0.34724
Trinidad and Tobago,0.33391
Tunisia,0.24061
Turkey,0.357
Turkmenistan,0.15706
Turks and Caicos Islands,0.33391
Tuvalu,0.34724
Uganda,0.3673
Ukraine,0.2325
United Arab Emirates,0.33391
United Kingdom,0.33391
United States,0.33391
Uruguay,0.33391
Uzbekistan,0.20694
Vanuatu,0.34724
Venezuela,0.36384
Vietnam,0.34724
Virgin Islands (U.S.),0.33391
West Bank and Gaza,0.24061
"Yemen, Rep.",0.11872
Zambia,0.40152
Zimbabwe,0.34999
