Afghanistan,0.438
Albania,0.7
Algeria,0.82306
American Samoa,0.84233
Andorra,0.81
Angola,0.744
Antigua and Barbuda,0.81
Argentina,0.8826
Armenia,0.438
Aruba,0.81
Australia,0.81
Austria,0.81
Azerbaijan,0.272
"Bahamas, The",0.81
Bahrain,0.81
Bangladesh,0.764
Barbados,0.81
Belarus,0.53967
Belgium,0.81
Belize,0.8826
Benin,0.845
Bermuda,0.81
Bhutan,0.86933
Bolivia,0.793
Bosnia and Herzegovina,0.53967
Botswana,0.90167
Brazil,0.8826
British Virgin Islands,0.81
Brunei Darussalam,0.81
Bulgaria,0.53967
Burkina Faso,0.957
Burundi,0.438
Cabo Verde,0.82306
Cambodia,0.978
Cameroon,0.786
Canada,0.81
Cayman Islands,0.81
Central African Republic,0.77895
Chad,0.572
Chile,0.81
China,0.84233
Colombia,0.938
Comoros,0.787
"Congo, Dem. Rep.",0.585
Congo,0.841
Costa Rica,0.8826
Côte d’Ivoire,0.864
Croatia,0.81
Cuba,0.8826
Curaçao,0.81
Cyprus,0.81
Czech Republic,0.81
Denmark,0.81
Djibouti,0.58367
Dominica,0.8826
Dominican Republic,0.947
Ecuador,0.8826
"Egypt, Arab Rep.",0.67
El Salvador,0.7405
Equatorial Guinea,0.90167
Eritrea,0.414
Estonia,0.81
Eswatini,0.848
Ethiopia,0.593
Faroe Islands,0.81
Fiji,0.84233
Finland,0.81
France,0.81
French Polynesia,0.81
Gabon,0.925
"Gambia, The",0.977
Georgia,0.53967
Germany,0.81
Ghana,0.923
Gibraltar,0.81
Greece,0.81
Greenland,0.81
Grenada,0.8826
Guam,0.81
Guatemala,0.843
Guinea,0.806
Guinea-Bissau,0.77895
Guyana,0.812
Haiti,0.776
Honduras,0.602
"Hong Kong SAR, China",0.81
Hungary,0.81
Iceland,0.81
India,0.881
Indonesia,0.862
Iran (Islamic Republic of),0.58367
Iraq,0.809
Ireland,0.81
Isle of Man,0.81
Israel,0.81
Italy,0.81
Jamaica,0.8826
Japan,0.81
Jordan,0.809
Kazakhstan,0.53967
Kenya,0.705
Kiribati,0.84233
"Korea, Dem. People's Rep.",0.87486
"Korea, Rep.",0.81
Kosovo,0.53967
Kuwait,0.81
Kyrgyz Republic,0.471
Lao PDR,0.84233
Latvia,0.81
Lebanon,0.58367
Lesotho,0.769
Liberia,0.932
Libya,0.809
Liechtenstein,0.81
Lithuania,0.81
Luxembourg,0.81
"Macao SAR, China",0.81
Madagascar,0.729
Malawi,0.891
Malaysia,0.84233
Maldives,0.908
Mali,0.784
Malta,0.81
Marshall Islands,0.84233
Mauritania,0.823
Mauritius,0.90167
Mexico,0.8826
"Micronesia, Fed. Sts.",0.84233
Moldova,0.581
Monaco,0.81
Mongolia,0.84233
Montenegro,0.53967
Morocco,0.477
Mozambique,0.779
Myanmar,0.891
Namibia,0.884
Nauru,0.81
Nepal,0.961
Netherlands,0.81
New Caledonia,0.81
New Zealand,0.81
Nicaragua,0.791
Niger,0.834
Nigeria,0.702
North Macedonia,0.53967
Northern Mariana Islands,0.81
Norway,0.81
Oman,0.81
Pakistan,0.604
Palau,0.84233
Panama,0.81
Papua New Guinea,0.687
Paraguay,0.8826
Peru,0.873
Philippines,0.862
Poland,0.81
Portugal,0.81
Puerto Rico,0.81
Qatar,0.81
Romania,0.81
Russian Federation,0.53967
Rwanda,0.823
Samoa,0.84233
San Marino,0.81
Sao Tome and Principe,0.904
Saudi Arabia,0.81
Senegal,0.97
Serbia,0.53967
Seychelles,0.81
Sierra Leone,0.96
Singapore,0.81
Sint Maarten (Dutch part),0.81
Slovak Republic,0.81
Slovenia,0.81
Solomon Islands,0.84233
Somalia,0.363
South Africa,0.896
South Sudan,0.77895
Spain,0.81
Sri Lanka,0.86933
St. Kitts and Nevis,0.81
St. Lucia,0.8826
St. Martin (French part),0.81
St. Vincent and the Grenadines,0.8826
Sudan,0.363
Suriname,0.8826
Sweden,0.81
Switzerland,0.81
Syrian Arab Republic,0.363
"Taiwan, China",0.81
Tajikistan,0.471
Tanzania,0.809
Thailand,0.908
Timor-Leste,0.857
Togo,0.861
Tonga,0.84233
Trinidad and Tobago,0.81
Tunisia,0.58367
Turkey,0.866
Turkmenistan,0.381
Turks and Caicos Islands,0.81
Tuvalu,0.84233
Uganda,0.891
Ukraine,0.564
United Arab Emirates,0.81
United Kingdom,0.81
United States,0.81
Uruguay,0.81
Uzbekistan,0.502
Vanuatu,0.84233
Venezuela,0.8826
Vietnam,0.84233
Virgin Islands (U.S.),0.81
West Bank and Gaza,0.58367
"Yemen, Rep.",0.288
Zambia,0.974
Zimbabwe,0.849
